,ref,ans,bleu-1,bleu-2,bleu-3,bleu-4
887,okay okay this can go on for a while,nice try,0.0,0.0,0.0,0.0
888,i'm not getting into this again,wait wait wait,0.0,0.0,0.0,0.0
889,cause i figured you'd hooked up with some girl and she'd left it there,look monica,0.0,0.0,0.0,0.0
890,im sorry would you move your thumb i can't see the seat number,look,0.0,0.0,0.0,0.0
891,i'm not getting into this again,this is not going to work,0.33333333,0.0,0.0,0.0
892,i don't want to lose you,i bet this will work,0.16374615,0.0,0.0,0.0
893,oh too soon too schmoon face it honey i am not letting you get away this time,you are so great i love you,0.06847172,0.0,0.0,0.0
894,oh nonono give me some specifics,what,0.0,0.0,0.0,0.0
895,sorry,nothing i said i said you're so great and then i just i just stopped talking,0.0,0.0,0.0,0.0
896,umm it costs each time you do this,you said you loved me i can't believe this,0.22222222,0.0,0.0,0.0
897,well then we'll get wet,no i didn't,0.0,0.0,0.0,0.0
898,i don't know anything about cooking,yes you did,0.0,0.0,0.0,0.0
899,oh,no i didn't,0.0,0.0,0.0,0.0
900,okay you're coming with me and i also told them that if we're still here when they get off that we'll go down to the cafeteria and have some,you love me,5.741e-05,0.0,0.0,0.0
901,you know the song sing along,no i don't stop it stop it stop it stop it,0.0,0.0,0.0,0.0
902,y'know what he didn't want to talk to us about being angry well maybe we don't talk to him,jenny's been giving it out since they moved,0.0,0.0,0.0,0.0
903,oh it's all right,jenny that is so jenny,0.0,0.0,0.0,0.0
904,oh nonono give me some specifics,hey listen umm how would you like to get together,0.0,0.0,0.0,0.0
905,umm actually i was about to tell you that i was i was going to get out of it but hey if we're just goofing around then uh maybe i,say next saturday,0.0,0.0,0.0,0.0
906,that's not a state joe,okay how about sunday,0.0,0.0,0.0,0.0
907,when we're if neither one of us are married what do you say you and i get together and have one,okay umm the week after that,0.0,0.0,0.0,0.0
908,i know this isn't the kind of thanksgiving that all of you all planned but for me this has been really great you know i think because it didn't involve divorce or projectile vomiting,the week after that,0.00027654,0.0,0.0,0.0
909,nono you need your sleep nightnight shh,y'know what greg,0.0,0.0,0.0,0.0
910,i can't believe you're not picking me,we are good interesting funny people with,0.0,0.0,0.0,0.0
911,oh yeah no problem,oh yeah dana keystone she was in my movement class,0.2,0.1490712,0.0,0.0
912,oh no one of those look for the hidden meaning' songs,what's a movement class,0.0,0.0,0.0,0.0
913,oh that's better then,it's chandler's way of pretending he didn't take mime,0.0,0.0,0.0,0.0
914,well okay so what's nowgo get go get the eggs put em in there,oh well listen anyway she's directing the new al pacino movie you gotta get me an audition,0.17647059,0.0,0.0,0.0
915,oh yeah no problem,oh i don't know man i haven't talked to her in like ten years,0.07142857,0.0,0.0,0.0
916,okay one thing at a time,joey what are you talking about you're a terrific actor,0.1,0.0,0.0,0.0
917,y'know what you should like you should buy a state and then just name it after yourself,you really think so,0.00969355,0.0,0.0,0.0
918,yeah i'll do that so who gets to be yours,ugh how can you even ask that question,0.0973501,0.0,0.0,0.0
919,oh nonono give me some specifics,oh okay i'm having another one,0.16666667,0.0,0.0,0.0
920,okay butbut imagine a lot more lights okay andand y'know fewer bricks andandand flowers and candles,this one doesn't hurt eitherooh yes it does,0.0,0.0,0.0,0.0
921,i'm a doctor cliff not a mathematician,ow,0.0,0.0,0.0,0.0
922,horny bitch no you're a horny bitch noooo you're the horny bitch no you're a horny bitch,ow,0.0,0.0,0.0,0.0
923,i'm sorry i do that,ow,0.0,0.0,0.0,0.0
924,stupid balls are in the way,ow,0.0,0.0,0.0,0.0
925,i guess the last time we really hung out was when our parents rented that beach house together,ooh,0.0,0.0,0.0,0.0
926,uh i'm just i'm just looking out your window atat the view what are you guys doing,oh i was kinda hoping that was it,0.0,0.0,0.0,0.0
927,i don't knowright he's the pig,hey where are monica and rachel anyway,0.0,0.0,0.0,0.0
928,yeah aren't you,yeah i love you okay bye hi,0.28571429,0.0,0.0,0.0
929,i'd love to stay but i have eh got a hot date,hi,0.0,0.0,0.0,0.0
930,hi she said yes,that was alice's mom she said she left five hours ago she should be here by now,0.11764706,0.08574929,0.0,0.0
931,i mean you and i we're just y'know we're nothing we're goofin' around,oh honey don't worry she's gonna make it on time,0.0,0.0,0.0,0.0
932,oh come on here we go stand by for mission countdown,yeah,0.0,0.0,0.0,0.0
933,y'know monica you had a minor setback in your relationship with chandler big deal it's only chandler i am,but sadly i could not be enticed,0.02572747,0.0,0.0,0.0
934,y'know who i ran into from school howie,unbelievable i mean you really kept joey's underwear why why would you do that,0.07142857,0.0,0.0,0.0
935,y'know what i mean about how i'm always going out with all these women,i'm monica i'm disgusting i stalk guys and keep their underpants,0.13841825,0.0,0.0,0.0
936,y'know twin stuff is always a real big seller,well i think we've all learned something about who's disgusting and who's not,0.0,0.0,0.0,0.0
937,i love your car,eh,0.0,0.0,0.0,0.0
938,i'm not fine here she comes,all right now i'm going to get back to my bucket,0.09090909,0.0,0.0,0.0
939,hey how are you guys doing,i'm only eating the skin so the chicken's up for grabs,0.0,0.0,0.0,0.0
940,oh come on i think he's ready to get rid of what did you call it the cheap knockoffs and dinosaur junk,yeah,0.0,0.0,0.0,0.0
941,i'm not on the list,well what period is it from,0.0,0.0,0.0,0.0
942,okay well if i was in this for the money i'd be a millionaire by now y'know,uh it's from yore like the days of yore y'know,0.09931706,0.0,0.0,0.0
943,uhhuh,yes yes i do,0.0,0.0,0.0,0.0
944,i,god oh it's just perfect,0.0,0.0,0.0,0.0
945,i know but it's so hard nothing rhymes with your stupid name,i bet it has a great story behind it too,0.08187308,0.0,0.0,0.0
946,okay it's not a check they're saying your health insurance expired because you didn't work enough last year,white plains oh it sounds like such a magical place,0.0449329,0.0,0.0,0.0
947,great,huh,0.0,0.0,0.0,0.0
948,what,i saw you checking me out during the game last night,0.0,0.0,0.0,0.0
949,oh i know it's because he's gorgeous and he's charming and when he looks at you,goodbye phoebe and ursula i'll miss you ps your mom lives in montauk you just wrote this,0.11764706,0.0,0.0,0.0
950,i'm sorry joey as long as he's here and he's conscious we're still shooting,well it's pretty much the gist well except for the poem you read the poem right,0.0,0.0,0.0,0.0
951,oh my god go away stop looking in here,noooo,0.0,0.0,0.0,0.0
952,i'm just gonna go flush myself down the toilet now,all right hang on,0.0,0.0,0.0,0.0
953,what,but i,0.0,0.0,0.0,0.0
954,well then let's just quit we'll just quit let's all quit,nono wait,0.0,0.0,0.0,0.0
955,i see have you considered therapy,and it,0.0,0.0,0.0,0.0
956,i don't think so,it is really,0.0,0.0,0.0,0.0
957,okay,yeah sweetie,0.0,0.0,0.0,0.0
958,i am going to take you out to dinner tonight,i mean we're not we're not gonna live together anymore,0.1,0.0,0.0,0.0
959,great great you're making the bike very happy,no,0.0,0.0,0.0,0.0
960,i'm just gonna go over there and confront them right now,what oh my god i'm gonna miss you so much,0.18096748,0.0,0.0,0.0
961,yeah,i'm gonna miss you,0.0,0.0,0.0,0.0
962,although this city is my home so,i mean it's the end of an era,0.0,0.0,0.0,0.0
963,i'm gonna go get him okay i am going back in,i know,0.0055545,0.0,0.0,0.0
