,ref,ans,bleu-1,bleu-2,bleu-3,bleu-4
916,i think you're better than you think you are,joey what are you talking about you're a terrific actor,0.3,0.0,0.0,0.0
917,oh monica we are so sorry,you really think so,0.15163266,0.0,0.0,0.0
918,yeah i really do,ugh how can you even ask that question,0.0,0.0,0.0,0.0
919,right,oh okay i'm having another one,0.0,0.0,0.0,0.0
920,i'm sorry,this one doesn't hurt eitherooh yes it does,0.0,0.0,0.0,0.0
921,it's a diaper commercial,ow,0.0,0.0,0.0,0.0
922,open your drapes open your drapes,ow,0.0,0.0,0.0,0.0
923,maybe,ow,0.0,0.0,0.0,0.0
924,he does,ow,0.0,0.0,0.0,0.0
925,i'm sorry it's just phoebe just always thought you were you were charming in a in a sexless kind of way,ooh,0.0,0.0,0.0,0.0
926,yeah okay here you go,oh i was kinda hoping that was it,0.0,0.0,0.0,0.0
927,all right first thing we gotta do damage control,hey where are monica and rachel anyway,0.0,0.0,0.0,0.0
928,yeah,yeah i love you okay bye hi,0.14285714,0.0,0.0,0.0
929,yeah i gotta go,hi,0.0,0.0,0.0,0.0
930,don't you look at her you sick bastard,that was alice's mom she said she left five hours ago she should be here by now,0.0,0.0,0.0,0.0
931,yeah we both auditioned for the part and uh as it turned out they ah they liked the stupid gay thing and cast him,oh honey don't worry she's gonna make it on time,0.0246597,0.0,0.0,0.0
932,whoa wait pheebs wait a second don't you wanna stay here and talk about it,yeah,0.0,0.0,0.0,0.0
933,yeah they think they can charge me for some dirty movie and a bag of mashuga nuts they got another think coming,but sadly i could not be enticed,0.0,0.0,0.0,0.0
934,all right fine if it means that much to you but justthere's gonna be a ton left over,unbelievable i mean you really kept joey's underwear why why would you do that,0.1073539,0.0,0.0,0.0
935,in the hall,i'm monica i'm disgusting i stalk guys and keep their underpants,0.0,0.0,0.0,0.0
936,either they're too old or they're too young and then there's pete who'swho's crazy about me and who's absolutely perfect for me and there's like zip going on,well i think we've all learned something about who's disgusting and who's not,0.07278952,0.04374106,0.0,0.0
937,look he gave me his night vision goggles and everything,eh,0.0,0.0,0.0,0.0
938,and i never used to be able to just talk to girls in bars but i got like phone numbers last night,all right now i'm going to get back to my bucket,0.06688717,0.0,0.0,0.0
939,yeah,i'm only eating the skin so the chicken's up for grabs,0.0,0.0,0.0,0.0
940,ohh oh that's okay i hate when people come back to complement the chef,yeah,0.0,0.0,0.0,0.0
941,no i mean it's okay i mean they'rethey're my friends,well what period is it from,0.0,0.0,0.0,0.0
942,i'm sorry i wa i wa i was just ah,uh it's from yore like the days of yore y'know,0.0,0.0,0.0,0.0
943,i'm sorry i'm sorry you're right come on do it do it go come on,yes yes i do,0.01598197,0.0,0.0,0.0
944,thank you,god oh it's just perfect,0.0,0.0,0.0,0.0
945,oh i wouldn't miss it for the world,i bet it has a great story behind it too,0.2,0.0,0.0,0.0
946,it's a four,white plains oh it sounds like such a magical place,0.1,0.0,0.0,0.0
947,you want some help with that,huh,0.0,0.0,0.0,0.0
948,yes yes that's right,i saw you checking me out during the game last night,0.0,0.0,0.0,0.0
949,but remember no trading,goodbye phoebe and ursula i'll miss you ps your mom lives in montauk you just wrote this,0.0,0.0,0.0,0.0
950,the wedding is off sloppy and immature,well it's pretty much the gist well except for the poem you read the poem right,0.0625,0.0,0.0,0.0
951,ready annabelle,noooo,0.0,0.0,0.0,0.0
952,oh and he's got such a good heart doesn't he have a good heart,all right hang on,0.0,0.0,0.0,0.0
953,y'know what hold on let me go get chandler,but i,0.0,0.0,0.0,0.0
954,right,nono wait,0.0,0.0,0.0,0.0
955,and he's being mr joe sensitive and she starts thinking'maybe this is the guy for me because he understands me',and it,6.17e-05,0.0,0.0,0.0
956,i can't believe it can i tell you something i'm a little mad at him now,it is really,0.00437458,0.0,0.0,0.0
957,all right i'll see you in the morning,yeah sweetie,0.0,0.0,0.0,0.0
958,hey,i mean we're not we're not gonna live together anymore,0.0,0.0,0.0,0.0
959,no no that's just chuck magioni ii sold him a house last year,no,6.14e-06,0.0,0.0,0.0
960,we're not gonna do that,what oh my god i'm gonna miss you so much,0.1,0.0,0.0,0.0
961,well either that or uh,i'm gonna miss you,0.0,0.0,0.0,0.0
962,i'm smarter than,i mean it's the end of an era,0.0,0.0,0.0,0.0
963,yeah i've been around,i know,0.0,0.0,0.0,0.0
